"Country","Number_Ordered","Weapon","Weapon_Type","Date_Ordered","Date_Delivered","Number_Delivered","Comments"
"","22"," AH-1F Cobra"," Combat helicopter"," 1994"," 1995-1997"," 22"," Second-hand; aid; AH-1E and AH-1P version; incl 6 TAH-1P version"
"","190"," BGM-71 TOW"," Anti-tank missile"," 1994"," 1996"," 190"," BGM-71D TOW-2 version; probably incl for Bell-209/AH-1E helicopters"
"","1"," I-HAWK"," SAM system"," 1995"," 1997"," 1"," Second-hand; aid"
"","49"," M-110A2 203mm"," Self-propelled gun"," 1995"," 1997"," 49"," Second-hand; aid"
"","60"," M-60A3 Patton-2"," Tank"," 1995"," 1995-1996"," 60"," Second-hand; lease; aid"
"","40"," MIM-23B HAWK"," SAM"," 1995"," 1997"," 40"," Second-hand; aid"
"","1"," Perry"," Frigate"," 1995"," 1997"," 1"," Second-hand $64 m aid; Bahraini designation Sabha"
"","8"," RGM-84 Harpoon"," Anti-ship missile"," 1995"," 1997-1998"," 8"," For Perry frigate"
"","22"," RIM-66B Standard-1MR"," SAM"," 1995"," 1997"," 22"," Second-hand; for Perry frigate; aid"
"","6"," M-578"," ARV"," 1996"," 1996"," 6"," Second-hand; aid"
"","18"," Mk-46 Mod-5 NEARTIP"," ASW torpedo"," 1997"," 1997"," 18"," Second-hand; aid"
"","10"," F-16C"," FGA aircraft"," 1998"," 2000"," 10"," $303 m 'Peace Crown-2' deal; F-16 Block-40 version; option on more not used"
"","26"," AIM-120B AMRAAM"," BVRAAM"," 1999"," 2002"," 26"," $110 m deal"
"","38"," M-901 ITV"," Tank destroyer"," 1999"," 2000"," 38"," Second-hand; aid"
"","270"," BGM-71 TOW"," Anti-tank missile"," 2000"," 2001-2002"," 270"," BGM-71E TOW-2A and/or BGM-71F TOW-2B version (possibly incl or only practice TOW-2A missiles)"
"","19"," M-113"," APC"," 2000"," 2001"," 19"," Second-hand; aid; M-113A2 version"
"","30"," MGM-140A ATACMS"," SSM"," 2000"," 2002"," 30"," $20 m deal"
"","12"," AH-1F Cobra"," Combat helicopter"," 2001"," 2005-2007"," 12"," Second-hand"
"","11"," RIM-66B Standard-1MR"," SAM"," 2002"," 2002-2003"," 11"," Second-hand; aid"
"","105"," M-113"," APC"," 2003"," 2005"," 105"," Second-hand; aid; M-113A2 version"
"","20"," M-109A5 155mm"," Self-propelled gun"," 2004"," 2005"," 20"," Possibly second-hand"
"","1"," TPS-59"," Air search radar"," 2004"," 2007"," 1"," $44 m deal; AN/TPS-59(V)3 version"
"","1"," King Air"," Light transport ac"," 2005"," 2006"," 1"," King Air-350; incl for MP"
"","180"," FGM-148 Javelin"," Anti-tank missile"," 2006"," 2007-2008"," 180"," $42 m deal (incl 60 launchers)"
"","8"," S-70/UH-60L"," Helicopter"," 2007"," 2010"," 8"," UH-60M version; incl for CSAR"
"","100"," M-113"," APC"," 2009"," 2010"," 100"," Second-hand; M-113A2 version"
"","25"," AIM-120C AMRAAM"," BVRAAM"," 2010"," 2015"," 25"," AIM-120C-7 version"
"","30"," MGM-140B ATACMS"," SSM"," 2011"," 2013"," 30"," $70 m deal; ATACMS Block-1A version"
"","24"," GMLRS"," Guided rocket"," 2015"," 2017"," 24"," "
"","264"," BGM-71 TOW"," Anti-tank missile"," 2016"," 2017"," 232"," BGM-71E TOW-2A and BGM-71H TOW-2A version; delivery 2017-2018"
"","25"," AAQ-33 Sniper"," Aircraft EO system"," 2017"," "," "," For F-16V combat aircraft"
"","26"," APG-83 SABR"," Combat ac radar"," 2017"," "," "," For modernization of 20 F-16C to F-16V version and 6 spare radars"
"","26"," F110"," Turbofan"," 2017"," "," "," For modernization of 20 F-16C to F-16V version and 6 spare engines"
"","19"," F-16V"," FGA aircraft"," 2017"," "," "," "
"","","","","","","",""
" ","","","","","","",""
"","","","","","","",""
"","","","","","","",""
"Bangladesh","","","","","","",""
"","4"," TPS-43"," Air search radar"," 1990"," 1991-1992"," 4"," Status uncertain"
"","2"," LCU-1466"," Landing craft"," 1991"," 1992"," 2"," Second-hand but modernized before delivery; Bangladeshi designation Shah Paran"
"","12"," T-37B"," Trainer aircraft"," 1995"," 1995"," 12"," Second-hand; aid"
"","1"," Bell-206L LongRanger"," Light helicopter"," 1997"," 1997"," 1"," For training; supplier uncertain; probably from Canadian production line"
"","4"," C-130B Hercules"," Transport aircraft"," 1999"," 2000"," 4"," Second-hand; $15 m deal; modernized before delivery"
"","4"," TPE-331"," Turboprop"," 2011"," 2013"," 4"," For 2 Do-228 MP aircraft from Germany"
"","1"," Hamilton"," OPV"," 2013"," 2013"," 1"," Second-hand; aid (Bangladesh pays $8.8 m for overhaul and training); Bangladeshi designation Somudra Joy"
"","1"," Hamilton"," OPV"," 2014"," 2015"," 1"," Second-hand; aid"
"","4"," TPE-331"," Turboprop"," 2017"," "," "," For 2 Do-228 MP aircraft from Germany"
"","","","","","","",""
" ","","","","","","",""
"","","","","","","",""
"","","","","","","",""
"Belgium","","","","","","",""
"","44"," F-16A"," FGA aircraft"," 1983"," 1988-1991"," 44"," $625 m deal (offsets 80% incl assembly in Belgium and incl production of components for all F-16s in Belgium)"
"","545"," AIM-9M Sidewinder"," AIM-9S"," 1988"," 1990-1995"," 545"," $49 m deal"
"","65"," Mk-46 Mod-5 NEARTIP"," ASW torpedo"," 1988"," 1989-1990"," 65"," $19 m deal"
"","224"," BGM-71 TOW"," Anti-tank missile"," 1989"," 1992"," 224"," BGM-71C ITOW version; for A-109HA helicopters"
"","92"," APG-66"," Combat ac radar"," 1993"," 1996-2004"," 92"," For 'Mid-Life Update' (MLU) modernization of 92 F-16A combat aircraft to F-16AM (F-16C) version"
"","72"," AIM-120B AMRAAM"," BVRAAM"," 1995"," 1998-1999"," 72"," For F-16AM (modernized F-16A) combat aircraft"
"","50"," AGM-65 Maverick"," ASM"," 1997"," 1999"," 50"," BFR580 m deal; AGM-65G version"
"","10"," AGM-65 Maverick"," ASM"," 1999"," 1999"," 10"," Loan; for use against Yugoslavia in 1999 Kosovo War"
"","8"," AAQ-13 LANTIRN"," Combat ac radar"," 2000"," 2002"," 8"," For F-16AM (modernized F-16A) combat aircraft"
"","8"," AAQ-14 LANTIRN"," Aircraft EO system"," 2000"," 2002"," 8"," For F-16AM (modernized F-16A) combat aircraft"
"","562"," BGM-71 TOW"," Anti-tank missile"," 2001"," 2002-2003"," 562"," BGM-71E TOW-2A version"
"","300"," JDAM"," Guided bomb"," 2004"," 2005-2006"," 300"," "
"","8"," AAQ-33 Sniper"," Aircraft EO system"," 2006"," 2007-2008"," 8"," For F-16AM combat aircraft; PANTERA version"
"","242"," C-9"," Diesel engine"," 2006"," 2008-2015"," 242"," For 242 Piranha APC/IFV from Switzerland"
"","1"," C-130E Hercules"," Transport aircraft"," 2007"," 2009"," 1"," Second-hand but modernized to C-130H version in Belgium"
"","180"," JDAM"," Guided bomb"," 2011"," 2012"," 180"," "
"","5"," AAQ-33 Sniper"," Aircraft EO system"," 2013"," 2015"," 5"," $12 m deal"
"","30"," AIM-9X Sidewinder"," SRAAM"," 2014"," 2016-2017"," 30"," "
"","60"," JDAM"," Guided bomb"," 2015"," 2016"," 60"," "
"","","","","","","",""
"","","","","","","",""
" ","","","","","","",""
"","","","","","","",""
"","","","","","","",""
"Belize","","","","","","",""
"","1"," Cessna-180 Skywagon"," Light aircraft"," 1995"," 1996"," 1"," Cessna-182J version; supplier uncertain"
"","","","","","","",""
" ","","","","","","",""
"","","","","","","",""
"","","","","","","",""
"Bolivia","","","","","","",""
"","6"," BT-67"," Transport aircraft"," 1990"," 1991-1993"," 6"," Probably Bolivian C-47 transport aircraft rebuilt to BT-67 in USA"
"","6"," Bell-205/UH-1H"," Helicopter"," 1991"," 1991"," 6"," Second-hand; $4.9 m 5-year lease; for anti-narcotics operations"
"","1"," C-130B Hercules"," Transport aircraft"," 1993"," 1994"," 1"," Second-hand; aid"
"","3"," C-130B Hercules"," Transport aircraft"," 1999"," 1999-2000"," 3"," Second-hand; aid; possibly for spare parts only"
"","6"," R-44"," Light helicopter"," 2010"," 2011-2012"," 6"," For training"
"","2"," Foxtrot-4"," Light aircraft"," 2012"," 2013"," 2"," For training; assembled from kits in Bolivia"
"","1"," Tango-2"," Light aircraft"," 2012"," 2013"," 1"," Assembled from kit in Bolivia"
"","2"," King Air"," Light transport ac"," 2013"," 2014"," 2"," King Air-250 and King Air-350 versions"
"","","","","","","",""
" ","","","","","","",""
"","","","","","","",""
"","","","","","","",""
"Bosnia-Herzegovina","","","","","","",""
"","15"," Bell-205/UH-1H"," Helicopter"," 1996"," 1999"," 15"," Second-hand; 'Train and Equip Program' aid; incl 2 UH-1V"
"","80"," M-113"," APC"," 1996"," 1996"," 80"," Second-hand; 'Train and Equip Program' aid; M-113A2 version"
"","45"," M-60A3 Patton-2"," Tank"," 1996"," 1996"," 45"," Second-hand; 'Train and Equip Program' aid"
"","126"," M-114 155mm"," Towed gun"," 1997"," 1997"," 126"," Second-hand; 'Train and Equip Program' aid; M-114A2 version; possibly 10 for spares only"
"","","","","","","",""
" ","","","","","","",""
"","","","","","","",""
"","","","","","","",""
"Botswana","","","","","","",""
"","5"," Bell-412"," Helicopter"," 1988"," 1988-1990"," 5"," From Canadian production line"
"","9"," Cessna-337/O-2"," Light aircraft"," 1993"," 1993"," 9"," Second-hand"
"","2"," C-130B Hercules"," Transport aircraft"," 1995"," 1997"," 2"," Second-hand; 'EDA' aid"
"","1"," C-130B Hercules"," Transport aircraft"," 1999"," 2001"," 1"," Second-hand but modernized before delivery"
"","4"," CT7"," Turboprop"," 2008"," 2009-2010"," 4"," For 2 CN-235 transport aircraft from Spain"
"","","","","","","",""
" ","","","","","","",""
"","","","","","","",""
"","","","","","","",""
"Brazil","","","","","","",""
"","4"," LM-2500"," Gas turbine"," 1981"," 1989-1994"," 4"," For 4 Inhama frigates produced in Brazil"
"","5"," Cessna-208 Caravan"," Light transport ac"," 1989"," 1989-1990"," 5"," Brazilian designation C-98"
"","2"," Thomaston"," AALS"," 1989"," 1989-1990"," 2"," Second-hand; lease (until bought 2001); Brazilian designation Ceara"
"","12"," AAV-7A1"," APC"," 1991"," 1991"," 12"," Second-hand; $34 m deal; incl 1 command post and 1 ARV version; Brazilian designation CLAnf"
"","1"," LM-2500"," Gas turbine"," 1994"," 2008"," 1"," For 1 Barroso frigate produced in Brazil"
"","1"," Newport"," Landing ship"," 1994"," 1994"," 1"," Second-hand; lease (incl $2 m for first 2-year lease) until bought 2000; Brazilian designation Mattoso Maia"
"","6"," SH-3H Sea King"," ASW helicopter"," 1994"," 1996"," 6"," Second-hand; $0.9 m deal; Brazilian designation SH-3B; 2 more delivered for spares only"
"","14"," AAV-7A1"," APC"," 1995"," 1997"," 14"," $23 m deal; incl 1 command post and 1 ARV version; Brazilian designation CLAnf"
"","2"," EDO-700"," ASW sonar"," 1995"," 2002-2004"," 2"," EDO-700E or EDO-701 version for modernization of 2 Niteroi frigates"
"","7"," EDO-997"," ASW sonar"," 1995"," 2001-2008"," 7"," For 1 Barroso frigate produced in Brazil and for modernization of 6 Niteroi frigates; EDO-997F version"
"","22"," Bell-205/UH-1H"," Helicopter"," 1996"," 1996-1997"," 22"," Second-hand"
"","91"," M-60A3 Patton-2"," Tank"," 1996"," 1997"," 91"," Second-hand; 5-year lease worth $15 m"
"","16"," AE-3007"," Turbofan"," 1997"," 2002-2003"," 16"," For 5 EMB-145 (R-99A) AEW and 3 EMB-145RS (R-99B) AGS aircraft produced in Brazil"
"","4"," S-70/UH-60L"," Helicopter"," 1997"," 1997"," 4"," S-70A-36 version; for peacekeeping operations between Peru and Ecuador (MOMEP); Brazilian designation HM-2"
"","6"," TPS-77"," Air search radar"," 1997"," 1999-2001"," 6"," For 'SIVAM' air-surveilance network"
"","2"," Metro-3/C-26"," Transport aircraft"," 1999"," 2001"," 2"," Second-hand but modernized before delivery; C-26 version"
"","10"," C-130H Hercules"," Transport aircraft"," 2001"," 2001-2002"," 10"," Second-hand aircraft bought back to US producer and sold to Brazil; $66-70 m 'C-X' programme"
"","9"," P-3A Orion"," ASW aircraft"," 2002"," 2011-2014"," 9"," Second-hand; $10 m deal (part of $425 m 'P-X' programme incl modernization of 9 in Spain to P-3AM; 3 more for spare parts only)"
"","15"," Cessna-208 Caravan"," Light transport ac"," 2005"," 2005-2008"," 15"," "
"","7"," C-9"," Diesel engine"," 2006"," 2007-2008"," 7"," For 7 Piranha-3 APC from Switzerland"
"","6"," S-70/UH-60L"," Helicopter"," 2006"," 2006-2008"," 6"," $180 m deal; for CSAR"
"","5"," C-9"," Diesel engine"," 2007"," 2009"," 5"," For 5 Piranha-3 APC from Switzerland"
"","30"," Mk-48 Mod-5 ADCAP"," AS/ASW torpedo"," 2007"," 2010-2011"," 30"," Part of $58 m deal; Mk-48 Mod-6 version"
"","30"," C-7"," Diesel engine"," 2008"," 2013-2014"," 30"," For modernization of 30 M-113A1 to M-113MB1"
"","18"," C-9"," Diesel engine"," 2008"," 2010-2014"," 18"," For 18 Piranha-3 APC from Switzerland"
"","4"," S-70B/SH-60B Seahawk"," ASW helicopter"," 2009"," 2012-2013"," 4"," $164 m deal; Brazilian designation MH-16"
"","4"," S-70/UH-60L"," Helicopter"," 2009"," 2011"," 4"," $60 m deal"
"","6"," S-70/UH-60L"," Helicopter"," 2009"," 2012"," 6"," $73 m deal"
"","150"," 6V-53"," Diesel engine"," 2010"," 2013-2015"," 150"," For modernization of 150 M-113B to M-113BR (M-113A2 Mk-1)"
"","9"," Cessna-208 Caravan"," Light transport ac"," 2010"," 2011"," 9"," Brazilian designation C-98A"
"","4"," C-1 Trader"," Light transport ac"," 2011"," "," "," Second-hand; modernized to KC-2 Turbo Trader tanker/transport aircraft in USA before delivery; 2-4 more delivered for spare parts; delivery planned 2021"
"","8"," APS-143(V)"," MP aircraft radar"," 2013"," "," "," For 8 EC725 helicopters from France"
"","32"," M-109A5 155mm"," Self-propelled gun"," 2013"," 2017"," 4"," Second-hand M-109A5 version but modernized to M-109A+BR before delivery; delivery planned 2017-2019"
"","4"," M-109A5 155mm"," Self-propelled gun"," 2013"," 2015"," 4"," Second-hand; aid; for training"
"","2"," S-70B/SH-60B Seahawk"," ASW helicopter"," 2013"," 2015"," 2"," $87 m deal; S-70B version; Brazilian designation SH-16"
"","36"," F414"," Turbofan"," 2014"," "," "," For 36 Gripen-E (Gripen-NG) combat aircraft from Sweden"
"","16"," T-800"," Turboshaft"," 2014"," "," "," For rebuild of 8 Super Lynx ASW helicopters"
"","236"," 6V-53"," Diesel engine"," 2015"," "," "," For modernization of 236 M-113B to M-113BR (M-113A2 Mk-1) by 2019"
"","23"," AAV-7RAM/RS"," APC"," 2015"," 2017"," 7"," $118 m deal; second-hand AAV-7A1 rebuilt to AAV-7RAM/RS version; incl 2 command post and 1 ARV version; Brazilian designation CLAnf; delivery 2017-2018"
"","46"," M-113"," APC"," 2015"," 2016"," 46"," Second-hand; M-113A2 version; incl 34 M-577A2 command post version; aid"
"","4"," M-88"," ARV"," 2015"," 2016"," 4"," Second-hand"
"","1"," Boeing-767"," Transport aircraft"," 2016"," 2016"," 1"," Second-hand; lease; Boeing-767-300ER version; Brazilian designation C-767"
"","36"," M-109A5 155mm"," Self-propelled gun"," 2017"," "," "," Scond-hand; aid; possibly modernized to M-109A5+BR before delivery"
"","40"," M-992 FAASV"," ALV"," 2017"," "," "," Second-hand"
"","4"," Shorts-360"," Transport aircraft"," 2017"," "," "," Second-hand; C-23B version; delivery planned by 2021"
"","","","","","","",""
" ","","","","","","",""
"","","","","","","",""
"","","","","","","",""
"Brunei","","","","","","",""
"","2"," CT7"," Turboprop"," 1995"," 1997"," 2"," For 1 CN-235 transport aircraft from Indonesia; CT-7-9C3 version"
"","4"," S-70/UH-60L"," Helicopter"," 1995"," 1996-1998"," 4"," S-70A-14 version; incl for SAR"
"","19"," 6BT"," Diesel engine"," 2002"," 2003-2004"," 19"," 6BTA-5.9 version; for modernization of 16 Scorpion tanks, 2 Sultan APC/CP and 1 Samson ARV; ordered via UK"
"","12"," S-70/UH-60L"," Helicopter"," 2011"," 2013-2015"," 12"," S-70i version; from Polish production line"
"","","","","","","",""
" ","","","","","","",""
"","","","","","","",""
"","","","","","","",""
"Bulgaria","","","","","","",""
"","6"," Bell-206/OH-58"," Light helicopter"," 1999"," 1999"," 6"," $8.4 m deal; Bell-206B-3 version; from Canadian production line"
"","6"," AE-2100"," Turboprop"," 2006"," 2007-2011"," 6"," For 3 C-27J transport aircraft from Italy"
"","7"," ASV-150/M-1117"," APC"," 2008"," 2008"," 7"," $10.2 m deal"
"","10"," ASV-150/M-1117"," APC"," 2014"," 2015"," 10"," $15 m deal"
"","","","","","","",""
" ","","","","","","",""
"","","","","","","",""
"","","","","","","",""
"Burundi","","","","","","",""
"","10"," RG-33"," APC"," 2014"," 2015"," 10"," Second-hand; aid; RG-33L version; for use by peacekeepers in Somalia"
"","15"," Cougar"," APC"," 2016"," 2016"," 15"," Second-hand; aid"
"","","","","","","",""
" ","","","","","","",""
"","","","","","","",""
"","","","","","","",""
"Cameroon","","","","","","",""
"","3"," Bell-206L LongRanger"," Light helicopter"," 1989"," 1990"," 3"," Probably from Canadian production line"
"","2"," Bell-412"," Helicopter"," 2009"," 2010"," 2"," Bell-214EP version"
"","2"," CT7"," Turboprop"," 2012"," 2013"," 2"," For 1 CN-235 transport aircraft from Spain"
"","6"," Cougar"," APC"," 2015"," 2015"," 6"," Probably second-hand; Cougar 4x4 version; aid"
"","2"," ScanEagle"," UAV"," 2015"," 2016"," 2"," $9.4 m deal"
"","2"," Cessna-208 Caravan"," Light transport ac"," 2016"," "," "," For surveillance; aid; delivery planned 2018"
"","","","","","","",""
" ","","","","","","",""
"","","","","","","",""
"","","","","","","",""
"Canada","","","","","","",""
"","3"," Bell-206L LongRanger"," Light helicopter"," 1989"," 1990"," 3"," For civilian company for training of Canadian armed forces"
"","100"," Bell-412"," Helicopter"," 1992"," 1994-1998"," 100"," $506 m deal; Bell-412CF version; Canadian designation CH-146 Griffon"
"","152"," M-113A3"," APC"," 2000"," 2002-2009"," 152"," Part of $215 m 'Life Extended M-113A3/MTVL' programme; Canadian M-113 APC rebuilt to M-113A3; incl ARV and CP version"
"","147"," MTVL"," APC"," 2000"," 2003-2009"," 147"," Part of $215 m 'Life Extended M-113A3/MTVL' programme; Canadian M-113 APC rebuilt to MTVL; incl ALV, ARV and AEV version"
"","300"," RIM-162 ESSM"," SAM"," 2001"," 2004-2012"," 300"," CAD507 m ($510 m) deal; for modernized Halifax (City) frigates; incl production of components in Canada (as part of NATO Sea Sparrow Consortium)"
"","28"," H-92 Superhawk"," ASW helicopter"," 2004"," 2015-2017"," 14"," CAD5.7 b ($4.5 b) 'MHP' programme (incl CAD3.2 b for 24 year support and training; offsets incl production of components and assembly in Canada); Canadian designation CH-148 Cyclone; delivery 2015-2021"
"","17"," C-130J-30 Hercules"," Transport aircraft"," 2008"," 2010-2012"," 17"," $1.4 b 'FSAP' programme (offsets 100% incl production of components in Canada); Canadian designation CC-130J"
"","500"," TAPV"," APC"," 2012"," 2016-2017"," 500"," CAD603 m ($585 m) deal (and additional CAD105 m for 5-year support); option on 100 more"
"","24"," LM-2500"," Gas turbine"," 1983"," 1992-1996"," 24"," For 12 Halifax frigates produced in Canada"
"","550"," AIM-7M Sparrow"," BVRAAM"," 1984"," 1992-1996"," 550"," Part of $75 m deal; for 12 Halifax (City) frigates; RIM-7M Sea Sparrow (SAM) version"
"","34"," RGM-84 Harpoon"," Anti-ship missile"," 1984"," 1989-1993"," 34"," $74 m deal; RGM-84D-4 version; for Halifax frigates"
"","12"," SPS-49"," Air search radar"," 1985"," 1992-1996"," 12"," For Halifax (City) frigates produced in Canada"
"","8"," GM-570"," Gas turbine"," 1986"," 1991-1994"," 8"," For modernization of 4 Iroquois (Tribal) frigates"
"","15"," Mk-15 Phalanx"," CIWS"," 1986"," 1991-1994"," 15"," For 6 Halifax (City) frigates produced in Canada and modernization of 4 Iroquois (Tribal) frigates and 2 Protecteur support ships"
"","3"," Mk-41"," Naval SAM system"," 1986"," 1991-1994"," 3"," For modernization of 3 Iroquois (Tribal) frigates"
"","12"," Mk-48 GMVLS"," Naval SAM system."," 1986"," 1992-1996"," 12"," For 12 Halifax (City) frigates produced in Canada"
"","96"," Standard Missile-2MR"," SAM"," 1986"," 1991-1994"," 96"," For modernized Tribal frigates; SM-2MR Block-3 version"
